(4037, 13.825470997583082)
(15, 11.07889897048744)
(6634, 11.041559748794656)
(2625, 9.921976935040517)
(2398, 7.903473688978912)
(2470, 7.528140677465928)
(2237, 7.472881300652041)
(4191, 6.846470267335859)
(7553, 6.546047878364906)
(5254, 6.4778056871146585)
(2328, 6.150855397239033)
(1186, 6.080198484088468)
(1297, 5.874924681067694)
(4335, 5.870047913410364)
(5412, 5.833409964045088)
(7620, 5.830903045868311)
(7632, 5.786301983202687)
(4875, 5.654859753847591)
(6946, 5.58306701573442)
(3352, 5.385830477450187)
(6832, 5.353087835478626)
(2654, 5.30393915572392)
(737, 5.269191834826169)
(762, 5.258003080756099)
(2066, 5.205357390374526)
(3089, 5.155933128104315)
(8293, 5.101995986674424)
(28, 5.051193839610018)
(2535, 5.025541893940849)
(3334, 5.005407071993259)
(214, 4.946765250577678)
(665, 4.900213503741743)
(4735, 4.896419376688686)
(7092, 4.845724793313772)
(6774, 4.835585331155096)
(2565, 4.6864113510872025)
(5484, 4.6617601301512765)
(8042, 4.590660632101877)
(4310, 4.4331400662917675)
(3456, 4.299748507934653)
(5423, 4.277845306974037)
(1211, 4.273349058278602)
(5233, 4.136291475044299)
(5404, 4.1321269845551765)
(2657, 4.121743781146054)
(4712, 4.082301027431728)
(271, 3.974039276466272)
(4828, 3.9645979455721263)
(8163, 3.939755257376909)
(5079, 3.9307773304131826)
(5210, 3.857961854628749)
(4261, 3.8513805819400937)
(3459, 3.806651348502317)
(6914, 3.8039095058292287)
(1549, 3.7708318819657762)
(2285, 3.7024568310927704)
(1842, 3.69861049183045)
(4666, 3.657242184574634)
(993, 3.620131117308371)
(3084, 3.6077145931714427)
(3562, 3.5631829321212054)
(5123, 3.537284868110048)
(1026, 3.5299346617083107)
(2958, 3.503954464156892)
(3117, 3.460278927921285)
(3537, 3.4490969883852087)
(2576, 3.4419302832436194)
(2643, 3.358719330223287)
(5022, 3.3458094859502188)
(922, 3.333476619478116)
(3897, 3.3283746250423647)
(2651, 3.3219055393759516)
(299, 3.307032484142993)
(4110, 3.2941463078857405)
(1855, 3.289666637163797)
(2746, 3.249111519603838)
(7699, 3.2262808607703772)
(1031, 3.226224643454295)
(4536, 3.2236065108525453)
(4600, 3.216825934528491)
(282, 3.213579936978964)
(4687, 3.2087025634906716)
(2871, 3.208380178956255)
(3443, 3.2045660016434)
(1385, 3.1908538708922345)
(3755, 3.1907101312567216)
(3568, 3.1857180758783175)
(5459, 3.1732779237925)
(4400, 3.1704605288267)
(5543, 3.1604299659302204)
(2485, 3.1089356459490265)
(3976, 3.072939531238501)
(1633, 3.0660458083298257)
(7890, 3.062182789855915)
(4256, 3.0537883305620146)
(3238, 3.0013270118601816)
(1726, 2.9971159786705504)
(2323, 2.9802703928963443)
(3034, 2.9683591450185256)
(6784, 2.966524120253976)
(2859, 2.9616652501331577)
(6006, 2.932486462605904)
(3192, 2.932447280513367)
(3898, 2.9233489729310125)
(825, 2.9140245936447164)
(6327, 2.906066426395289)
(4247, 2.8970410118708845)
(4099, 2.874565809542894)
(3498, 2.8658157666173385)
(4983, 2.8602462644295183)
(7021, 2.856016827454748)
(4981, 2.8514031265257462)
(4796, 2.843476381890181)
(55, 2.8307149611860334)
(6560, 2.796764668803041)
(407, 2.77733726076211)
(8294, 2.7646914511274474)
(5179, 2.7641825367466826)
(56, 2.74744669299001)
(4402, 2.741185147444565)
(6334, 2.7243979998457584)
(3408, 2.720649467017349)
(7809, 2.720213292825792)
(4661, 2.7015993285803037)
(2594, 2.671027898547859)
(6555, 2.6569830390932054)
(5288, 2.629093992500375)
(6299, 2.628571503670932)
(2256, 2.619410873997676)
(5524, 2.6166628969854355)
(5563, 2.6149429050011785)
(1754, 2.6074589058054665)
(3005, 2.596682631591672)
(6004, 2.583652463982201)
(7961, 2.5706959207574323)
(2210, 2.5606144515159617)
(7862, 2.548948837063802)
(3962, 2.5429154440834347)
(86, 2.5310261459723655)
(6044, 2.5113164254432525)
(2144, 2.5041899105407994)
(1717, 2.484078281319802)
(5605, 2.48194045656839)
(3650, 2.478191153393269)
(2508, 2.4761230041973614)
(5226, 2.46007649281666)
(2790, 2.456427900328332)
(1982, 2.449114893197224)
(5002, 2.4416408274208665)
(2516, 2.441400502107531)
(1412, 2.4383189469201527)
(7478, 2.4324953588030853)
(3026, 2.4309335254488227)
(4531, 2.426991958987297)
(7414, 2.4225387889637537)
(1956, 2.413973202281462)
(3321, 2.403504202661623)
(5963, 2.4004873540942304)
(5200, 2.3701400323257795)
(3024, 2.36493973649133)
(4071, 2.362604641797912)
(2504, 2.361708502275418)
(5800, 2.357706136327953)
(2775, 2.357606689806836)
(7214, 2.356421905216361)
(72, 2.341954276857096)
(5839, 2.341802310047012)
(941, 2.338310835626415)
(95, 2.330910362578164)
(974, 2.3295510577931497)
(6414, 2.3261959247447037)
(1453, 2.325875709830762)
(7803, 2.3140982436806214)
(6833, 2.310078447194116)
(3140, 2.3031582106781583)
(7131, 2.3002217261199753)
(644, 2.289694464073796)
(8295, 2.283938804277735)
(4709, 2.283373605224918)
(3439, 2.2714982751840997)
(2585, 2.2678272275408746)
(3260, 2.264113505459628)
(4041, 2.2577730248546795)
(7882, 2.2545874725920454)
(6123, 2.2286165439841317)
(3873, 2.2268218796959083)
(4011, 2.2260651084853746)
(3265, 2.2190892309337023)
(1080, 2.2189516401016944)
(3454, 2.2170862985802)
(2653, 2.2099425884097377)
(5445, 2.2037779720145068)
(3010, 2.2031729270011335)
(417, 2.2000316623680707)
(7908, 2.194862118142481)
(600, 2.1932732108702067)
(1310, 2.1909942590915876)
(2877, 2.18994934611485)
(4653, 2.186854755003157)
(6665, 2.185681125418466)
(1638, 2.1792590081401615)
(3796, 2.1771647660664724)
(6148, 2.164906051471039)
(3130, 2.1524661208392617)
(3586, 2.1452013127198577)
(2160, 2.1387289009446246)
(3516, 2.1285568444979575)
(6979, 2.1217115318823416)
(5714, 2.112577166072465)
(6156, 2.1016783266722423)
(35, 2.0972849807551)
(4798, 2.0942523217552877)
(2134, 2.0908476380869114)
(4940, 2.0840168085651762)
(5020, 2.0837458165537486)
(5055, 2.073554955125652)
(2785, 2.070817104817261)
(5697, 2.066112511018604)
(6330, 2.064121259481789)
(1193, 2.054129900201464)
(2354, 2.0528349738432556)
(4349, 2.0484927344825072)
(6458, 2.046360005305646)
(3634, 2.04309897399306)
(4827, 2.0390300847029823)
(2411, 2.038369613071856)
(2660, 2.035079165722884)
(2151, 2.0346659529522992)
(3615, 2.033820796296905)
(7115, 2.0314463436325227)
(4179, 2.0283068959023884)
(6124, 2.0255951838018738)
(5178, 2.0196510474450813)
(8178, 2.0165894532303668)
(3030, 2.007532239491987)
(5321, 2.0011529363560574)
(2517, 2.0009494878493954)
(2774, 1.9951526273329743)
(1919, 1.9890091580327087)
(3394, 1.9808594892972595)
(7587, 1.9799751404489008)
(3892, 1.979770947676357)
(4124, 1.97857294014889)
(290, 1.977044040177789)
(5596, 1.9743762986986737)
(3645, 1.964832278273887)
(2433, 1.956215317765296)
(2297, 1.9513643240661116)
(8174, 1.950893472708789)
(2117, 1.9454223982267114)
(5814, 1.9431061763603337)
(1723, 1.9430014563031242)
(3136, 1.9393948376711307)
(1437, 1.9376350002008482)
(4201, 1.9256977335588752)
(6496, 1.924586702035836)
(3643, 1.9180839452390859)
(2940, 1.9149211748017656)
(7860, 1.9123404654938936)
(7649, 1.9103748597175894)
(4792, 1.9074281181385604)
(2658, 1.903055966411106)
(5479, 1.8988676392061907)
(4040, 1.8980538815936254)
(2114, 1.897593283387979)
(8192, 1.888787734134905)
(4138, 1.8867270429359229)
(3307, 1.8824064274735888)
(6523, 1.8731015712171943)
(6618, 1.8693310728924095)
(5773, 1.8665126579267737)
(5162, 1.8624479665734528)
(896, 1.85510565251099)
(6780, 1.85067078288249)
(6913, 1.845787154791165)
(2251, 1.843972100508985)
(1893, 1.8414004605025447)
(6229, 1.833089049693689)
(5818, 1.8281064376174267)
(4578, 1.8275895312611121)
(978, 1.8249370960341762)
(840, 1.8228428826316796)
(5693, 1.8181315653584382)
(4557, 1.81413419765899)
(2619, 1.8103671585793673)
(1859, 1.80944383200858)
(7839, 1.8030254340051752)
(3792, 1.7905426913302822)
(2145, 1.7902884078259151)
(2593, 1.7883918404549612)
(756, 1.7848742540499396)
(7301, 1.7822656302028534)
(5760, 1.781658588390005)
(2185, 1.781553772766003)
(5871, 1.773228744045207)
(930, 1.7708354478576418)
(3125, 1.7681838089268098)
(5806, 1.7669156335585436)
(7225, 1.7656152168322605)
(4361, 1.7574188991824076)
